content_id,creator_id,content_type,created_timestamp
127,20,LONG,17
128,29,SHORT,4
129,2,LONG,21
130,4,SHORT,12
131,4,SHORT,13
132,26,SHORT,22
133,39,LONG,19
134,23,LONG,10
135,13,SHORT,14
136,37,SHORT,2
137,45,LONG,3
138,30,LONG,21
139,42,LONG,15
140,15,SHORT,4
141,40,LONG,11
142,26,SHORT,22
143,43,LONG,10
144,30,LONG,0
145,5,LONG,3
146,23,LONG,14
147,11,LONG,11
148,39,SHORT,16
149,7,LONG,22
150,7,LONG,17
151,42,SHORT,9
152,35,LONG,12
153,38,LONG,7
154,40,SHORT,17
155,11,LONG,12
156,5,LONG,6
157,45,LONG,13
158,37,LONG,17
159,45,SHORT,5
160,43,SHORT,23
161,46,LONG,3
162,38,LONG,10
163,36,SHORT,14
164,12,LONG,12
165,5,SHORT,21
166,39,LONG,10
167,32,SHORT,2
168,14,SHORT,18
169,49,SHORT,4
170,43,SHORT,14
171,35,LONG,12
172,40,LONG,6
173,14,LONG,9
174,37,LONG,13
175,46,LONG,2
176,38,SHORT,19
177,33,LONG,4
178,19,SHORT,11
179,36,SHORT,0
180,46,LONG,3
181,19,SHORT,7
182,28,LONG,20
183,21,LONG,12
184,25,LONG,17
185,14,SHORT,15
186,9,SHORT,17
187,25,LONG,13
188,10,LONG,21
189,9,SHORT,0
190,5,SHORT,4
191,47,LONG,21
192,28,SHORT,2
193,9,LONG,14
194,45,LONG,19
195,12,LONG,16
196,28,LONG,12
197,23,SHORT,5
198,28,SHORT,18
199,32,SHORT,22
200,33,LONG,13
201,35,LONG,1
202,3,LONG,22
203,24,SHORT,18
204,31,SHORT,4
205,47,LONG,14
206,34,SHORT,16
207,40,SHORT,7
208,31,SHORT,21
209,41,LONG,19
210,4,LONG,17
211,50,SHORT,15
212,30,LONG,18
213,47,LONG,13
214,23,LONG,9
215,11,SHORT,22
216,39,LONG,23
217,37,LONG,1
218,41,LONG,18
219,11,SHORT,21
220,19,SHORT,9
221,32,SHORT,4
222,33,SHORT,8
223,17,SHORT,19
224,18,LONG,8
225,1,SHORT,19
226,12,SHORT,21
227,29,LONG,5
228,17,SHORT,15
229,12,SHORT,10
230,6,SHORT,19
231,10,LONG,13
232,50,LONG,7
233,43,LONG,23
234,41,SHORT,6
235,37,LONG,1
236,42,LONG,3
237,4,SHORT,14
238,26,LONG,9
239,31,SHORT,12
240,44,LONG,15
241,17,SHORT,16
242,28,SHORT,9
243,29,LONG,21
244,21,SHORT,3
245,35,LONG,13
246,40,LONG,10
247,18,LONG,3
248,17,LONG,14
249,50,SHORT,23
250,44,SHORT,16
251,22,SHORT,10
252,36,SHORT,21
253,1,SHORT,0
254,27,SHORT,16
255,7,LONG,11
256,15,LONG,8
257,13,SHORT,0
258,40,SHORT,1
259,39,SHORT,19
260,41,SHORT,22
261,8,SHORT,19
262,9,LONG,21
263,49,SHORT,3
264,45,SHORT,8
265,19,LONG,21
266,5,LONG,8
267,50,LONG,22
268,43,LONG,8
269,11,SHORT,8
270,50,SHORT,12
271,25,LONG,1
272,17,LONG,5
273,29,SHORT,15
274,13,LONG,5
275,42,LONG,3
276,10,LONG,6
277,40,SHORT,14
278,46,LONG,3
279,3,SHORT,2
280,37,LONG,14
281,2,LONG,4
282,42,SHORT,1
283,43,LONG,8
284,10,LONG,12
285,37,SHORT,16
286,46,LONG,15
287,28,LONG,23
288,50,SHORT,17
289,15,SHORT,12
290,45,LONG,3
291,37,LONG,10
292,44,LONG,12
293,4,SHORT,11
294,35,LONG,2
295,30,LONG,20
296,13,SHORT,17
297,3,LONG,21
298,13,LONG,22
299,25,SHORT,20
300,45,LONG,15
301,6,LONG,23
302,13,SHORT,1
303,13,SHORT,23
304,38,SHORT,15
305,25,SHORT,17
306,42,LONG,15
307,35,LONG,0
308,3,LONG,1
309,22,SHORT,12
310,8,SHORT,20
311,43,LONG,21
312,35,SHORT,23
313,38,SHORT,2
314,3,SHORT,15
315,42,SHORT,15
316,40,SHORT,7
317,45,SHORT,0
318,12,SHORT,9
319,7,LONG,19
320,11,SHORT,3
321,8,LONG,19
322,40,SHORT,2
323,13,LONG,10
324,48,LONG,10
325,8,SHORT,10
326,14,SHORT,18
327,12,LONG,2
328,8,LONG,4
329,49,LONG,5
330,45,LONG,17
331,11,LONG,7
332,38,SHORT,4
333,7,LONG,5
334,2,LONG,2
335,1,SHORT,5
336,6,LONG,13
337,45,LONG,22
338,9,SHORT,4
339,41,LONG,16
340,29,LONG,7
341,12,SHORT,19
342,12,LONG,19
343,6,LONG,11
344,27,SHORT,17
345,16,SHORT,3
346,34,SHORT,19
347,24,SHORT,14
348,50,SHORT,8
349,4,SHORT,3
350,10,LONG,15
351,12,SHORT,21
352,3,SHORT,20
353,24,LONG,6
354,28,LONG,10
355,40,LONG,1
356,7,SHORT,17
357,12,SHORT,0
358,32,SHORT,2
359,16,LONG,18
360,38,LONG,13
361,13,LONG,7
362,50,SHORT,10
363,15,SHORT,7
364,48,LONG,6
365,25,SHORT,2
366,31,LONG,1
367,28,SHORT,6
368,40,LONG,5
369,25,LONG,4
370,30,SHORT,20
371,23,LONG,6
372,22,SHORT,1
373,45,SHORT,8
374,9,SHORT,14
375,30,LONG,5
376,49,LONG,7
377,19,SHORT,20
378,40,SHORT,18
379,36,SHORT,2
380,27,LONG,6
381,38,LONG,14
382,18,SHORT,23
383,28,SHORT,7
384,21,LONG,18
385,15,SHORT,18
386,1,LONG,1
387,3,LONG,23
388,50,SHORT,13
389,34,LONG,15
390,45,SHORT,14
391,32,SHORT,2
392,36,SHORT,22
393,47,LONG,6
394,9,LONG,9
395,16,SHORT,0
396,31,LONG,5
397,46,LONG,18
398,48,SHORT,14
399,30,SHORT,22
400,26,SHORT,11
401,41,LONG,22
402,41,SHORT,20
403,5,LONG,22
404,22,SHORT,9
405,28,LONG,22
406,40,SHORT,21
407,6,LONG,23
408,4,LONG,1
409,8,LONG,11
410,30,SHORT,11
411,24,SHORT,20
412,36,SHORT,17
413,46,SHORT,4
414,22,SHORT,17
415,8,LONG,23
416,49,SHORT,23
417,49,SHORT,10
418,23,LONG,16
419,44,LONG,8
420,4,SHORT,11
421,23,LONG,15
422,33,SHORT,15
423,46,LONG,14
424,40,LONG,21
425,45,SHORT,6
426,30,SHORT,2
427,26,SHORT,9
428,5,SHORT,5
429,18,SHORT,22
430,10,LONG,4
431,14,SHORT,9
432,27,SHORT,15
433,23,LONG,14
434,48,SHORT,9
435,13,SHORT,0
436,15,LONG,13
437,38,LONG,20
438,42,LONG,15
439,38,LONG,14
440,20,SHORT,9
441,11,LONG,7
442,31,LONG,9
443,50,SHORT,4
444,23,LONG,14
445,11,SHORT,22
446,35,LONG,5
447,12,SHORT,5
448,16,SHORT,1
449,21,SHORT,14
450,17,LONG,5
451,14,SHORT,21
452,21,LONG,4
453,24,LONG,17
454,11,LONG,3
455,2,LONG,15
456,50,SHORT,14
457,21,SHORT,0
458,48,LONG,20
459,46,LONG,15
460,19,SHORT,18
461,47,LONG,10
462,45,SHORT,23
463,31,SHORT,4
464,44,SHORT,9
465,2,LONG,19
466,15,LONG,11
467,6,LONG,1
468,39,SHORT,18
469,34,SHORT,8
470,13,SHORT,2
471,35,LONG,21
472,43,SHORT,16
473,26,SHORT,15
474,21,SHORT,21
475,24,LONG,4
476,46,LONG,11
477,25,LONG,0
478,19,LONG,11
479,20,LONG,17
480,6,SHORT,23
481,29,LONG,14
482,19,SHORT,23
483,28,LONG,4
484,38,SHORT,4
485,14,LONG,15
486,34,LONG,2
487,38,LONG,2
488,1,LONG,20
489,18,LONG,5
490,36,LONG,22
491,37,SHORT,6
492,12,LONG,9
493,36,LONG,1
494,20,LONG,15
495,36,LONG,7
496,2,SHORT,4
497,17,LONG,20
498,41,LONG,3
499,42,LONG,13
500,12,LONG,22
501,42,SHORT,0
502,8,LONG,15
503,5,LONG,18
504,31,LONG,8
505,41,LONG,22
506,8,LONG,16
507,47,SHORT,8
508,11,SHORT,4
509,21,LONG,22
510,9,LONG,5
511,4,LONG,11
512,27,LONG,1
513,19,LONG,16
514,41,SHORT,16
515,13,SHORT,3
516,39,SHORT,17
517,21,LONG,21
518,20,LONG,21
519,45,LONG,3
520,35,LONG,4
521,1,SHORT,16
522,19,LONG,15
523,27,LONG,5
524,7,SHORT,4
525,33,SHORT,6
526,36,SHORT,13
527,30,SHORT,3
528,9,SHORT,15
529,23,LONG,22
530,24,SHORT,14
531,39,LONG,5
532,46,LONG,0
533,48,SHORT,7
534,9,SHORT,22
535,15,LONG,4
536,14,SHORT,2
537,28,SHORT,2
538,2,LONG,13
539,3,SHORT,3
540,3,SHORT,15
541,8,LONG,1
542,5,LONG,21
543,1,SHORT,3
544,39,SHORT,18
545,13,SHORT,21
546,23,SHORT,2
547,10,LONG,18
548,23,LONG,5
549,33,SHORT,16
550,37,SHORT,3
551,38,SHORT,16
552,14,SHORT,9
553,11,SHORT,23
554,7,SHORT,16
555,46,LONG,11
556,45,SHORT,14
557,44,SHORT,5
558,23,LONG,13
559,14,SHORT,13
560,8,LONG,3
561,30,SHORT,16
562,9,LONG,11
563,46,LONG,17
564,47,SHORT,2
565,21,LONG,3
566,25,LONG,14
567,39,LONG,21
568,29,SHORT,17
569,27,LONG,13
570,13,SHORT,15
571,44,LONG,5
572,1,LONG,21
573,7,LONG,14
574,34,SHORT,3
575,10,LONG,12
576,45,SHORT,23
577,11,SHORT,11
578,13,LONG,6
579,39,LONG,3
580,15,LONG,23
581,32,LONG,22
582,50,LONG,20
583,26,LONG,15
584,43,LONG,15
585,33,LONG,4
586,50,LONG,3
587,8,LONG,15
588,32,SHORT,20
589,9,SHORT,3
590,48,SHORT,2
591,32,SHORT,5
592,25,LONG,4
593,20,SHORT,2
594,43,LONG,14
595,13,LONG,21
596,32,LONG,16
597,17,LONG,17
598,35,SHORT,1
599,28,SHORT,12
600,29,LONG,12
601,29,LONG,1
602,3,SHORT,17
603,43,LONG,22
604,11,LONG,13
605,9,LONG,22
606,25,LONG,3
607,37,LONG,21
608,36,LONG,15
609,36,SHORT,16
610,4,LONG,8
611,32,LONG,19
612,44,LONG,9
613,21,SHORT,0
614,38,SHORT,4
615,24,LONG,23
616,38,SHORT,20
617,22,LONG,3
618,28,LONG,11
619,27,LONG,1
620,43,SHORT,7
621,16,LONG,18
622,6,SHORT,9
623,8,LONG,5
624,2,LONG,1
625,30,LONG,18
626,33,LONG,8
627,2,LONG,18
628,2,LONG,12
629,37,LONG,10
630,37,SHORT,15
631,7,SHORT,10
632,32,LONG,5
633,40,LONG,11
634,28,SHORT,15
635,41,SHORT,17
636,14,LONG,8
637,4,LONG,18
638,26,SHORT,19
639,48,SHORT,22
640,38,SHORT,18
641,22,LONG,2
642,37,LONG,13
643,14,LONG,2
644,42,LONG,16
645,20,LONG,21
646,35,LONG,6
647,27,LONG,8
648,40,LONG,21
649,49,SHORT,0
650,41,SHORT,18
651,32,SHORT,21
652,48,LONG,8
653,41,LONG,18
654,47,SHORT,16
655,13,LONG,14
656,10,SHORT,4
657,48,LONG,13
658,27,LONG,2
659,41,SHORT,13
660,18,LONG,20
661,11,LONG,21
662,39,SHORT,12
663,16,SHORT,4
664,13,SHORT,7
665,20,LONG,15
666,36,LONG,13
667,42,SHORT,6
668,11,LONG,4
669,2,LONG,8
670,43,SHORT,20
671,3,LONG,0
672,4,SHORT,10
673,39,LONG,2
674,27,LONG,21
675,43,SHORT,12
676,47,SHORT,7
677,8,SHORT,16
678,43,LONG,15
679,6,SHORT,19
680,8,LONG,10
681,38,LONG,23
682,48,SHORT,13
683,14,SHORT,3
684,12,SHORT,8
685,29,LONG,8
686,38,SHORT,15
687,35,LONG,22
688,8,LONG,17
689,28,LONG,21
690,16,LONG,4
691,24,LONG,22
692,24,LONG,0
693,42,SHORT,23
694,43,SHORT,22
695,43,SHORT,8
696,36,LONG,9
697,41,LONG,21
698,8,SHORT,14
699,25,SHORT,12
700,17,LONG,2
701,49,SHORT,9
702,14,SHORT,14
703,41,LONG,20
704,27,SHORT,8
705,6,LONG,15
706,48,LONG,10
707,46,LONG,3
708,11,LONG,16
709,5,LONG,13
710,39,LONG,14
711,45,SHORT,1
712,42,SHORT,20
713,29,SHORT,0
714,26,SHORT,20
715,20,LONG,18
716,6,SHORT,5
717,16,SHORT,19
718,44,LONG,10
719,29,LONG,23
720,9,LONG,5
721,44,LONG,9
722,13,SHORT,13
723,24,SHORT,12
724,25,SHORT,0
725,2,SHORT,2
726,30,SHORT,8
727,45,SHORT,1
728,26,LONG,19
729,17,SHORT,2
730,24,SHORT,18
731,8,SHORT,22
732,34,LONG,14
733,44,LONG,3
734,15,SHORT,6
735,18,LONG,23
736,32,LONG,4
737,28,SHORT,19
738,14,LONG,23
739,44,SHORT,13
740,12,LONG,4
741,2,LONG,8
742,16,LONG,7
743,24,LONG,2
744,1,LONG,4
745,21,LONG,21
746,14,LONG,22
747,28,LONG,2
748,7,SHORT,1
749,22,SHORT,15
750,23,SHORT,0
751,17,LONG,9
752,26,LONG,4
753,36,SHORT,18
754,12,LONG,5
755,33,LONG,10
756,30,SHORT,2
757,21,LONG,4
758,17,SHORT,10
759,3,SHORT,15
760,18,LONG,13
761,19,LONG,19
762,49,LONG,16
763,21,LONG,5
764,21,LONG,4
765,36,LONG,1
766,13,SHORT,1
767,15,SHORT,1
768,31,LONG,5
769,46,LONG,13
770,8,LONG,1
771,29,LONG,22
772,36,LONG,14
773,32,SHORT,23
774,10,SHORT,11
775,6,SHORT,9
776,12,SHORT,23
777,33,LONG,18
778,43,SHORT,18
779,1,SHORT,13
780,5,SHORT,15
781,44,SHORT,10
782,2,LONG,21
783,44,SHORT,12
784,24,SHORT,10
785,10,SHORT,2
786,30,LONG,14
787,41,LONG,19
788,43,SHORT,10
789,3,LONG,10
790,47,SHORT,6
791,4,LONG,10
792,4,SHORT,17
793,39,LONG,2
794,26,LONG,5
795,16,LONG,2
796,2,SHORT,5
797,25,LONG,9
798,42,SHORT,3
799,20,LONG,13
800,48,LONG,21
801,39,SHORT,11
802,43,SHORT,11
803,33,SHORT,15
804,29,LONG,15
805,18,LONG,2
806,49,LONG,11
807,40,SHORT,13
808,41,LONG,2
809,3,LONG,14
810,44,SHORT,20
811,44,SHORT,15
812,34,SHORT,9
813,30,LONG,2
814,31,LONG,4
815,9,LONG,7
816,34,LONG,9
817,37,SHORT,17
818,5,SHORT,16
819,7,LONG,13
820,7,LONG,21
821,47,LONG,11
822,17,SHORT,16
823,2,SHORT,23
824,43,LONG,5
825,12,LONG,1
826,6,LONG,22
827,20,LONG,18
828,47,LONG,21
829,29,LONG,10
830,12,SHORT,5
831,6,LONG,21
832,7,LONG,17
833,2,SHORT,12
834,8,SHORT,5
835,42,LONG,14
836,45,LONG,21
837,48,LONG,9
838,40,LONG,22
839,44,LONG,9
840,6,SHORT,4
841,1,SHORT,3
842,2,SHORT,0
843,14,LONG,20
844,10,SHORT,13
845,41,SHORT,2
846,20,LONG,4
847,31,LONG,0
848,8,SHORT,4
849,48,LONG,15
850,31,SHORT,14
851,38,SHORT,6
852,19,LONG,1
853,22,SHORT,3
854,41,LONG,13
855,32,LONG,1
856,32,LONG,15
857,33,LONG,7
858,46,SHORT,16
859,2,LONG,18
860,21,SHORT,8
861,42,LONG,15
862,8,LONG,19
863,42,LONG,14
864,45,LONG,0
865,11,LONG,23
866,13,LONG,11
867,29,SHORT,16
868,15,LONG,19
869,46,LONG,4
870,19,LONG,13
871,44,LONG,15
872,11,SHORT,9
873,45,SHORT,21
874,31,SHORT,5
875,13,SHORT,19
876,32,SHORT,13
877,32,LONG,7
878,14,SHORT,0
879,23,LONG,11
880,44,SHORT,5
881,33,SHORT,2
882,22,LONG,3
883,40,SHORT,3
884,36,SHORT,15
885,17,LONG,11
886,50,SHORT,17
887,18,SHORT,22
888,33,SHORT,22
889,4,LONG,14
890,49,SHORT,3
891,40,SHORT,17
892,3,SHORT,5
893,41,SHORT,6
894,24,SHORT,23
895,19,LONG,16
896,32,SHORT,4
897,42,LONG,10
898,9,SHORT,6
899,29,LONG,0
900,16,LONG,10
901,19,SHORT,2
902,18,LONG,22
903,49,LONG,11
904,41,SHORT,4
905,49,LONG,7
906,9,LONG,13
907,27,LONG,16
908,44,LONG,0
909,29,SHORT,0
910,46,SHORT,2
911,22,LONG,12
912,50,SHORT,13
913,4,LONG,1
914,43,SHORT,18
915,4,LONG,13
916,26,LONG,23
917,48,LONG,11
918,1,LONG,16
919,40,SHORT,22
920,26,LONG,20
921,14,LONG,22
922,23,LONG,6
923,20,SHORT,1
924,35,LONG,12
925,47,SHORT,16
926,35,LONG,6
927,6,LONG,16
928,22,SHORT,0
929,2,LONG,7
930,50,LONG,23
931,28,SHORT,23
932,4,LONG,8
933,41,LONG,3
934,4,SHORT,14
935,20,SHORT,14
936,22,SHORT,23
937,38,SHORT,11
938,20,LONG,21
939,46,SHORT,22
940,25,SHORT,3
941,21,SHORT,11
942,30,SHORT,4
943,46,LONG,13
944,6,SHORT,1
945,28,SHORT,15
946,14,LONG,2
947,24,LONG,18
948,36,LONG,8
949,38,LONG,20
950,28,LONG,22
951,32,LONG,5
952,10,SHORT,15
953,46,LONG,4
954,46,SHORT,22
955,14,LONG,15
956,3,SHORT,17
957,24,SHORT,19
958,27,SHORT,3
959,24,LONG,1
960,34,SHORT,3
961,24,LONG,11
962,20,LONG,15
963,2,SHORT,4
964,38,LONG,1
965,20,LONG,6
966,12,LONG,0
967,8,LONG,2
968,3,LONG,15
969,37,LONG,18
970,29,LONG,12
971,31,SHORT,4
972,33,LONG,14
973,43,LONG,4
974,47,LONG,2
975,40,LONG,12
976,15,LONG,10
977,35,SHORT,21
978,29,LONG,20
979,6,SHORT,22
980,2,LONG,17
981,42,SHORT,20
982,36,SHORT,6
983,40,SHORT,18
984,34,SHORT,15
985,33,SHORT,3
986,43,SHORT,0
987,18,SHORT,7
988,46,LONG,2
989,35,LONG,12
990,38,SHORT,15
991,2,LONG,13
992,12,LONG,0
993,34,LONG,12
994,17,SHORT,3
995,7,SHORT,9
996,10,SHORT,8
997,50,SHORT,4
998,20,LONG,21
999,11,SHORT,19
1000,21,SHORT,0
1001,46,SHORT,9
1002,25,SHORT,10
1003,10,LONG,10
1004,17,LONG,3
1005,4,SHORT,7
1006,49,SHORT,15
1007,33,LONG,3
1008,18,SHORT,10
1009,30,LONG,2
1010,31,SHORT,13
1011,41,SHORT,0
1012,18,SHORT,7
1013,49,SHORT,9
1014,37,LONG,14
1015,6,SHORT,4
1016,24,SHORT,7
1017,35,LONG,17
1018,29,SHORT,0
1019,30,LONG,20
1020,11,SHORT,1
1021,31,LONG,19
1022,17,LONG,11
1023,41,SHORT,18
1024,33,LONG,1
1025,11,SHORT,9
1026,6,LONG,22
1027,8,SHORT,23
1028,36,LONG,13
1029,14,LONG,21
1030,22,LONG,22
1031,29,LONG,7
1032,43,LONG,10
1033,14,LONG,19
1034,22,SHORT,22
1035,9,SHORT,19
1036,31,SHORT,0
1037,44,SHORT,13
1038,36,LONG,12
1039,35,SHORT,20
1040,42,SHORT,17
1041,2,LONG,21
1042,8,LONG,12
1043,39,LONG,12
1044,12,SHORT,3
1045,30,LONG,6
1046,29,SHORT,7
1047,48,SHORT,8
1048,44,LONG,6
1049,6,LONG,22
1050,15,SHORT,15
1051,24,SHORT,8
1052,32,SHORT,0
1053,13,LONG,3
1054,18,LONG,5
1055,36,SHORT,21
1056,48,SHORT,2
1057,38,SHORT,23
1058,5,SHORT,8
1059,37,SHORT,16
1060,47,LONG,6
1061,44,SHORT,22
1062,44,LONG,21
1063,36,LONG,0
1064,28,SHORT,10
1065,28,LONG,8
1066,8,LONG,15
1067,24,SHORT,23
1068,15,SHORT,8
1069,27,LONG,10
1070,1,LONG,6
1071,22,SHORT,18
1072,2,SHORT,22
1073,28,SHORT,7
1074,13,SHORT,10
1075,20,SHORT,20
1076,41,SHORT,0
1077,31,LONG,0
1078,38,LONG,8
1079,16,SHORT,15
1080,16,LONG,1
1081,22,SHORT,2
1082,50,LONG,3
1083,41,LONG,18
1084,8,SHORT,1
1085,3,LONG,10
1086,45,SHORT,4
1087,4,LONG,1
1088,20,LONG,2
1089,7,SHORT,17
1090,4,LONG,12
1091,26,SHORT,19
1092,49,LONG,7
1093,39,SHORT,14
1094,25,LONG,13
1095,40,SHORT,10
1096,42,SHORT,14
1097,34,LONG,18
1098,13,SHORT,3
1099,1,SHORT,18
1100,13,SHORT,20
1101,33,LONG,11
1102,27,LONG,23
1103,40,LONG,5
1104,16,SHORT,1
1105,4,SHORT,9
1106,38,LONG,16
1107,42,LONG,9
1108,38,SHORT,4
1109,31,LONG,19
1110,22,LONG,11
1111,1,SHORT,1
1112,16,SHORT,13
1113,23,SHORT,6
1114,41,SHORT,2
1115,22,SHORT,21
1116,31,LONG,19
1117,45,LONG,18
1118,37,LONG,19
1119,20,LONG,10
1120,11,SHORT,14
1121,3,LONG,7
1122,1,SHORT,22
1123,15,LONG,19
1124,14,SHORT,15
1125,48,LONG,23
1126,25,SHORT,12
1127,12,SHORT,11
1128,1,SHORT,11
1129,2,SHORT,4
1130,19,LONG,6
1131,41,LONG,1
1132,2,SHORT,6
1133,19,SHORT,7
1134,17,SHORT,10
1135,36,SHORT,5
1136,13,SHORT,5
1137,17,SHORT,0
1138,44,SHORT,12
1139,42,SHORT,10
1140,14,LONG,14
1141,16,LONG,11
1142,43,SHORT,16
1143,40,LONG,22
1144,5,SHORT,4
1145,9,SHORT,6
1146,35,LONG,22
1147,24,LONG,19
1148,28,SHORT,1
1149,49,SHORT,17
1150,19,SHORT,10
1151,16,SHORT,20
1152,18,SHORT,16
1153,38,LONG,6
1154,47,SHORT,15
1155,43,SHORT,5
1156,33,LONG,20
1157,49,LONG,15
1158,34,LONG,5
1159,21,LONG,16
1160,45,LONG,22
1161,32,LONG,8
1162,38,LONG,20
1163,38,SHORT,6
1164,15,SHORT,14
1165,16,LONG,6
1166,20,LONG,12
1167,37,SHORT,11
1168,17,SHORT,4
1169,49,SHORT,9
1170,29,LONG,7
1171,38,SHORT,14
1172,33,LONG,13
1173,29,LONG,13
1174,27,LONG,15
1175,21,LONG,12
1176,2,SHORT,14
1177,15,LONG,20
1178,5,LONG,2
1179,19,SHORT,8
1180,15,SHORT,3
1181,5,LONG,1
1182,35,SHORT,10
1183,13,LONG,8
1184,20,LONG,6
1185,46,SHORT,22
1186,48,LONG,0
1187,50,LONG,9
1188,23,LONG,12
1189,38,SHORT,15
1190,42,SHORT,12
1191,15,SHORT,23
1192,48,SHORT,15
1193,15,LONG,23
1194,30,LONG,2
1195,21,SHORT,13
1196,50,LONG,6
1197,29,LONG,17
1198,2,LONG,4
1199,37,SHORT,9
1200,48,SHORT,15
